id,object_id,object_name,date,trip_type,polarity,Headline,label,Snippet,review_id,not_optimized_title,Year,Category,value,,,0.1,impressions
80602,11,George Washington University,2022-05-01,Senior,very positive,"Positive Experiences and Enthusiastic Praise for GW University, Its Location, and Educational Programs",0.1,100 percent satisfaction,2663,Love for Washington D.C. and Campus Atmosphere,2022,impressions,1,,,,
80603,11,George Washington University,2022-05-01,Sophomore,very positive,"Positive Experiences and Enthusiastic Praise for GW University, Its Location, and Educational Programs",0.1,so glad i chose this school,2664,Love for Washington D.C. and Campus Atmosphere,2022,impressions,1,,,,
80604,11,George Washington University,2022-05-01,Alum,very positive,"Positive Experiences and Enthusiastic Praise for GW University, Its Location, and Educational Programs",0.1,this is a great school,2665,Love for Washington D.C. and Campus Atmosphere,2022,impressions,1,,,,
80605,11,George Washington University,2022-05-01,Alum,very positive,"Positive Experiences and Enthusiastic Praise for GW University, Its Location, and Educational Programs",0.1,this is a great place,2665,Love for Washington D.C. and Campus Atmosphere,2022,impressions,1,,,,
80606,11,George Washington University,2022-05-01,Alum,very positive,"Positive Experiences and Enthusiastic Praise for GW University, Its Location, and Educational Programs",0.1,raise high!,2666,Love for Washington D.C. and Campus Atmosphere,2022,impressions,1,,,,
80607,11,George Washington University,2022-05-01,Freshman,very positive,"Positive Experiences and Enthusiastic Praise for GW University, Its Location, and Educational Programs",0.1,gw is great,2668,Love for Washington D.C. and Campus Atmosphere,2022,impressions,1,,,,
80608,11,George Washington University,2022-05-01,Freshman,very positive,"Positive Experiences and Enthusiastic Praise for GW University, Its Location, and Educational Programs",0.1,i absolutely love attending gw,2668,Love for Washington D.C. and Campus Atmosphere,2022,impressions,1,,,,
80609,11,George Washington University,2022-05-01,Sophomore,very positive,"Positive Experiences and Enthusiastic Praise for GW University, Its Location, and Educational Programs",0.1,i had a freshman year that exceeded my expectations,2672,Love for Washington D.C. and Campus Atmosphere,2022,impressions,1,,,,
80610,11,George Washington University,2022-04-01,Freshman,very positive,"Positive Experiences and Enthusiastic Praise for GW University, Its Location, and Educational Programs",0.1,i actually really love being here,2676,Love for Washington D.C. and Campus Atmosphere,2022,impressions,1,,,,
80611,11,George Washington University,2022-03-01,Sophomore,very positive,"Positive Experiences and Enthusiastic Praise for GW University, Its Location, and Educational Programs",0.1,gw did not disappoint,2678,Love for Washington D.C. and Campus Atmosphere,2022,impressions,1,,,,
80612,11,George Washington University,2022-03-01,Sophomore,very positive,"Positive Experiences and Enthusiastic Praise for GW University, Its Location, and Educational Programs",0.1,have had so many amazing experiences,2678,Love for Washington D.C. and Campus Atmosphere,2022,impressions,1,,,,
80613,11,George Washington University,2022-02-01,Freshman,very positive,"Positive Experiences and Enthusiastic Praise for GW University, Its Location, and Educational Programs",0.1,"after completing my first semester here as a freshmen, i can confidently say i love it and am so happy i chose to go here",2682,Love for Washington D.C. and Campus Atmosphere,2022,impressions,1,,,,
80614,11,George Washington University,2019-05-01,Sophomore,very positive,"Positive Experiences and Enthusiastic Praise for GW University, Its Location, and Educational Programs",0.1,gw is a fantastic institution,2815,Love for Washington D.C. and Campus Atmosphere,2019,impressions,1,,,,
80410,11,George Washington University,2013-09-01,College Sophomore,very positive,"Positive Experiences and Enthusiastic Praise for GW University, Its Location, and Educational Programs",0.1,wonderful place to be,4018,Compliments on Educational Programs,2013,impressions,1,,,,
80586,11,George Washington University,2022-11-01,Freshman,very positive,"Positive Experiences and Enthusiastic Praise for GW University, Its Location, and Educational Programs",0.1,overall i have loved gw,2631,Enthusiasm for University Life and Location,2022,impressions,1,,,,
80587,11,George Washington University,2022-11-01,Freshman,very positive,"Positive Experiences and Enthusiastic Praise for GW University, Its Location, and Educational Programs",0.1,i am blessed,2632,Enthusiasm for University Life and Location,2022,impressions,1,,,,
80620,11,George Washington University,2012-07-01,College Sophomore,negative,Facilities and Infrastructure Concerns,13.6,only real exception to this is gelman library,4408,Library Facilities,2012,aesthetics,-1,,,,
80615,11,George Washington University,2013-01-01,College Junior,negative,Facilities and Infrastructure Concerns,13.6,campus housing isn't new by any means,4239,Outdated Facilities and Amenities,2013,aesthetics,-1,,,,
80616,11,George Washington University,2013-01-01,College Freshman,negative,Facilities and Infrastructure Concerns,13.6,some of the buildings are obviously older than others and could be updated,4251,Outdated Facilities and Amenities,2013,aesthetics,-1,,,,
80629,11,George Washington University,2012-09-01,College Sophomore,negative,Facilities and Infrastructure Concerns,13.6,doling out a few million for a state of the art gym,4326,Investment in Facilities,2012,aesthetics,-1,,,,
80626,11,George Washington University,2012-01-01,College Freshman,negative,Campus Development and Space Limitations,13.6,it is a little smaller,4532,Size Limitations,2012,aesthetics,-1,,,,
80628,11,George Washington University,2011-10-01,College Sophomore,negative,Campus Development and Space Limitations,13.6,college is somewhat limited in these areas due to the fact that it is a city campus,4619,Campus Constraints,2011,aesthetics,-1,,,,
80623,11,George Washington University,2012-04-01,College Sophomore,negative,Housing and Room Quality Issues,13.6,most upperclass rooms are like apartments,4489,Room Quality and Style,2012,aesthetics,-1,,,,
80624,11,George Washington University,2012-01-01,College Sophomore,negative,Housing and Room Quality Issues,13.6,they look like they're part of campus,4541,Room Quality and Style,2012,aesthetics,-1,,,,
80625,11,George Washington University,2011-12-01,College Sophomore,negative,Housing and Room Quality Issues,13.6,others are just average looking,4564,Room Quality and Style,2011,aesthetics,-1,,,,
80627,11,George Washington University,2011-12-01,College Junior,negative,General Dissatisfaction and Mediocrity,13.6,has somethings that aren't perfect,4554,Imperfections Noted,2011,aesthetics,-1,,,,
80621,11,George Washington University,2012-05-01,College Sophomore,negative,Weather Impact on Experience,13.6,beautiful but unpredictable - d.c. is known for it's unpredictable weather,4472,Weather Impact on Experience,2012,aesthetics,-1,,,,
80622,11,George Washington University,2012-05-01,College Sophomore,negative,Weather Impact on Experience,13.6,"on one occasion, it snowed on monday and was 70 degrees on tuesday",4472,Weather Impact on Experience,2012,aesthetics,-1,,,,
80649,11,George Washington University,2021-06-01,Junior,negative,Campus Development and Space Limitations,13.6,campus and surrounding area don't really inspire,2706,Lack of Green Spaces and Aesthetics,2021,aesthetics,-1,,,,
80650,11,George Washington University,2014-01-01,College Freshman,negative,Campus Development and Space Limitations,13.6,although i do wish the main campus was greener,3752,Lack of Green Spaces and Aesthetics,2014,aesthetics,-1,,,,
80651,11,George Washington University,2013-12-01,College Freshman,negative,Campus Development and Space Limitations,13.6,major lack of green spaces,3827,Lack of Green Spaces and Aesthetics,2013,aesthetics,-1,,,,
80660,11,George Washington University,2015-05-01,Recent Alumnus,negative,Housing and Room Quality Issues,13.6,i've been in great dolls and grungy dolls,3270,Housing Quality Inconsistencies,2015,aesthetics,-1,,,,
80661,11,George Washington University,2015-02-01,College Freshman,negative,Housing and Room Quality Issues,13.6,not much more than gwu housing,3348,Housing Quality Inconsistencies,2015,aesthetics,-1,,,,
80662,11,George Washington University,2014-10-01,College Freshman,negative,Housing and Room Quality Issues,13.6,neither spacious nor attractive,3444,Housing Quality Inconsistencies,2014,aesthetics,-1,,,,
80663,11,George Washington University,2013-12-01,College Freshman,negative,Housing and Room Quality Issues,13.6,as you get older you get nicer housing,3810,Housing Quality Inconsistencies,2013,aesthetics,-1,,,,
80664,11,George Washington University,2013-03-01,College Freshman,negative,Housing and Room Quality Issues,13.6,freshman dolls range from atrocious to nice,4189,Housing Quality Inconsistencies,2013,aesthetics,-1,,,,
80665,11,George Washington University,2013-03-01,College Freshman,negative,Housing and Room Quality Issues,13.6,"jbko, guthridge and munson are the high-end sulphomore housing options",4189,Housing Quality Inconsistencies,2013,aesthetics,-1,,,,
80669,11,George Washington University,2020-07-01,Junior,negative,General Dissatisfaction and Mediocrity,13.6,really unorganized,2755,General Dissatisfaction and Mediocrity,2020,aesthetics,-1,,,,
80670,11,George Washington University,2019-12-01,Freshman,negative,General Dissatisfaction and Mediocrity,13.6,everything else at the school is mediocre,2796,General Dissatisfaction and Mediocrity,2019,aesthetics,-1,,,,
80655,11,George Washington University,2016-04-01,College Junior,negative,Library and Technology Upgrade Needs,13.6,with little to show for it,3087,Library and Technology Needs Upgrade,2016,aesthetics,-1,,,,
80656,11,George Washington University,2011-01-01,College Freshman,negative,Library and Technology Upgrade Needs,13.6,gelman has a old pcs on each floor,4689,Library and Technology Needs Upgrade,2011,aesthetics,-1,,,,
80657,11,George Washington University,2013-11-01,College Junior,negative,Library and Technology Upgrade Needs,13.6,library really needs work,3980,Library and Technology Needs Upgrade,2013,aesthetics,-1,,,,
80658,11,George Washington University,2013-11-01,College Junior,negative,Library and Technology Upgrade Needs,13.6,library needs some work,3983,Library and Technology Needs Upgrade,2013,aesthetics,-1,,,,
80659,11,George Washington University,2013-07-01,College Sophomore,negative,Library and Technology Upgrade Needs,13.6,library is eh... less than decent,4079,Library and Technology Needs Upgrade,2013,aesthetics,-1,,,,
80618,11,George Washington University,2012-12-01,College Sophomore,negative,Facilities and Infrastructure Concerns,13.6,things sometimes break,4279,Maintenance Issues,2012,aesthetics,-1,,,,
80619,11,George Washington University,2013-01-01,College Junior,negative,Facilities and Infrastructure Concerns,13.6,"i wouldn't say great, but that's only because there are not enough of them around in the libraries, etc",4240,Library Facilities,2013,aesthetics,-1,,,,
80617,11,George Washington University,2013-01-01,College Junior,negative,Facilities and Infrastructure Concerns,13.6,only reason that i did not give an a+ is because some of the bathrooms and buildings seem a bit out dated,4256,Outdated Facilities and Amenities,2013,aesthetics,-1,,,,
80630,11,George Washington University,2022-10-01,Freshman,negative,Facilities and Infrastructure Concerns,13.6,"in terms of what could be improved, i would say that certain buildings are extremely outdated",2639,Outdated and Inadequate Facilities,2022,aesthetics,-1,,,,
80631,11,George Washington University,2022-05-01,Graduate Student,negative,Facilities and Infrastructure Concerns,13.6,some of the buildings could be updated but they are well maintained,2674,Outdated and Inadequate Facilities,2022,aesthetics,-1,,,,
80632,11,George Washington University,2011-09-01,College Sophomore,negative,Facilities and Infrastructure Concerns,13.6,some of the classrooms are a little old,4632,Outdated and Inadequate Facilities,2011,aesthetics,-1,,,,
80633,11,George Washington University,2011-09-01,College Sophomore,negative,Facilities and Infrastructure Concerns,13.6,facilities on the mount vernon campus are less than ideal,4634,Outdated and Inadequate Facilities,2011,aesthetics,-1,,,,
80634,11,George Washington University,2016-08-01,College Junior,negative,Facilities and Infrastructure Concerns,13.6,older dorms could definitely use more improvements,2977,Outdated and Inadequate Facilities,2016,aesthetics,-1,,,,
80635,11,George Washington University,2016-07-01,College Sophomore,negative,Facilities and Infrastructure Concerns,13.6,some are older than others,3007,Outdated and Inadequate Facilities,2016,aesthetics,-1,,,,
80677,11,George Washington University,2022-07-01,Sophomore,negative,Campus Development and Space Limitations,13.6,shares its space with the rest of d.c,2653,Space and Location Constraints,2022,aesthetics,-1,,,,
80678,11,George Washington University,2016-03-01,College Freshman,negative,Campus Development and Space Limitations,13.6,"you're at a city school, not a rural one where there is more space to build bigger housing",3128,Space and Location Constraints,2016,aesthetics,-1,,,,
80671,11,George Washington University,2016-03-01,Recent Alumnus,negative,General Dissatisfaction and Mediocrity,13.6,it is obvious that it is around,3122,General Dissatisfaction and Mediocrity,2016,aesthetics,-1,,,,
80672,11,George Washington University,2013-07-01,College Freshman,negative,General Dissatisfaction and Mediocrity,13.6,downside is that the powerpoint slides can be dated,4034,General Dissatisfaction and Mediocrity,2013,aesthetics,-1,,,,
80686,11,George Washington University,2020-02-01,Freshman,negative,Ambiguous or Contextual Concerns,13.6,so just be mindful of that,2789,Ambiguous or Contextual Concerns,2020,aesthetics,-1,,,,
80673,11,George Washington University,2023-07-01,Sophomore,negative,Dining and Academic Focus,13.6,things i would like to see change are the dinning and housing situations,2583,Dining and Academic Focus,2023,aesthetics,-1,,,,
80674,11,George Washington University,2016-08-01,College Freshman,negative,Dining and Academic Focus,13.6,school focuses on academics,2990,Dining and Academic Focus,2016,aesthetics,-1,,,,
80675,11,George Washington University,2016-07-01,College Junior,negative,Dining and Academic Focus,13.6,most buildings are for school use,3004,Dining and Academic Focus,2016,aesthetics,-1,,,,
80676,11,George Washington University,2016-05-01,College Sophomore,negative,Dining and Academic Focus,13.6,material is balanced so that it is not to easy but not too hard,3040,Dining and Academic Focus,2016,aesthetics,-1,,,,
80636,11,George Washington University,2016-04-01,College Freshman,negative,Facilities and Infrastructure Concerns,13.6,gelman should be renovated soon i guess,3089,Outdated and Inadequate Facilities,2016,aesthetics,-1,,,,
80637,11,George Washington University,2016-02-01,College Freshman,negative,Facilities and Infrastructure Concerns,13.6,"while other majors exist, they're not very well developed",3148,Outdated and Inadequate Facilities,2016,aesthetics,-1,,,,
80638,11,George Washington University,2016-02-01,College Freshman,negative,Facilities and Infrastructure Concerns,13.6,"while other majors exist, they're not very well developed",3149,Outdated and Inadequate Facilities,2016,aesthetics,-1,,,,
80639,11,George Washington University,2015-02-01,College Freshman,negative,Facilities and Infrastructure Concerns,13.6,old dorms,3347,Outdated and Inadequate Facilities,2015,aesthetics,-1,,,,
80640,11,George Washington University,2013-12-01,College Freshman,negative,Facilities and Infrastructure Concerns,13.6,but sucks if you get one of the older ones,3832,Outdated and Inadequate Facilities,2013,aesthetics,-1,,,,
80641,11,George Washington University,2013-12-01,College Senior,negative,Facilities and Infrastructure Concerns,13.6,our building for public health is old,3858,Outdated and Inadequate Facilities,2013,aesthetics,-1,,,,
80642,11,George Washington University,2013-07-01,College Sophomore,negative,Facilities and Infrastructure Concerns,13.6,"however, there are many older buildings that need to be updated/renovated",4078,Outdated and Inadequate Facilities,2013,aesthetics,-1,,,,
80643,11,George Washington University,2013-05-01,College Freshman,negative,Facilities and Infrastructure Concerns,13.6,foggy bottom dorms tend to be older and dingier,4113,Outdated and Inadequate Facilities,2013,aesthetics,-1,,,,
80644,11,George Washington University,2013-03-01,College Sophomore,negative,Facilities and Infrastructure Concerns,13.6,some are outdated,4167,Outdated and Inadequate Facilities,2013,aesthetics,-1,,,,
80645,11,George Washington University,2013-03-01,College Freshman,negative,Facilities and Infrastructure Concerns,13.6,houses in the area are really small and not conducive for good parties,4186,Outdated and Inadequate Facilities,2013,aesthetics,-1,,,,
80646,11,George Washington University,2013-03-01,College Freshman,negative,Facilities and Infrastructure Concerns,13.6,half of the dorms are nice and half are old and really run-down,4188,Outdated and Inadequate Facilities,2013,aesthetics,-1,,,,
80647,11,George Washington University,2013-03-01,College Freshman,negative,Facilities and Infrastructure Concerns,13.6,it seems like half the buildings here are nice and half are awful,4188,Outdated and Inadequate Facilities,2013,aesthetics,-1,,,,
80648,11,George Washington University,2013-03-01,College Freshman,negative,Facilities and Infrastructure Concerns,13.6,buildings are old,4188,Outdated and Inadequate Facilities,2013,aesthetics,-1,,,,
80652,11,George Washington University,2011-01-01,College Freshman,negative,Campus Development and Space Limitations,13.6,not too much green space,4694,Lack of Green Spaces and Aesthetics,2011,aesthetics,-1,,,,
80653,11,George Washington University,2013-11-01,College Freshman,negative,Campus Development and Space Limitations,13.6,not a lot of green spaces,3938,Lack of Green Spaces and Aesthetics,2013,aesthetics,-1,,,,
80654,11,George Washington University,2013-04-01,Recent Alumnus,negative,Campus Development and Space Limitations,13.6,some people may miss the idyllic green,4156,Lack of Green Spaces and Aesthetics,2013,aesthetics,-1,,,,
80684,11,George Washington University,2012-12-01,College Junior,negative,Campus Development and Space Limitations,13.6,there is a lot of construction though,4270,Construction and Development,2012,aesthetics,-1,,,,
80685,11,George Washington University,2013-03-01,College Freshman,negative,Campus Development and Space Limitations,13.6,don't worry about that one (crawford) they're tearing it down,4189,Construction and Development,2013,aesthetics,-1,,,,
80679,11,George Washington University,2016-02-01,College Freshman,negative,Campus Development and Space Limitations,13.6,greek life houses are very small,3151,Space and Location Constraints,2016,aesthetics,-1,,,,
80680,11,George Washington University,2014-02-01,College Junior,negative,Campus Development and Space Limitations,13.6,some have nice housing options,3688,Space and Location Constraints,2014,aesthetics,-1,,,,
80681,11,George Washington University,2011-09-01,College Freshman,negative,Campus Development and Space Limitations,13.6,both cost a pretty penny,4642,Space and Location Constraints,2011,aesthetics,-1,,,,
80682,11,George Washington University,2010-09-01,College Sophomore,negative,Campus Development and Space Limitations,13.6,some of these off campus housing options were once hotels,4729,Space and Location Constraints,2010,aesthetics,-1,,,,
80683,11,George Washington University,2013-01-01,College Freshman,negative,Campus Development and Space Limitations,13.6,most rooms look out onto a brick wall,4238,Space and Location Constraints,2013,aesthetics,-1,,,,
80666,11,George Washington University,2013-03-01,College Freshman,negative,Housing and Room Quality Issues,13.6,other upperclassmen dolls like ivory tower and amsterdam are super nice,4189,Housing Quality Inconsistencies,2013,aesthetics,-1,,,,
80667,11,George Washington University,2013-03-01,College Freshman,negative,Housing and Room Quality Issues,13.6,"all senior housing (e street, south hall) is high-quality",4189,Housing Quality Inconsistencies,2013,aesthetics,-1,,,,
80668,11,George Washington University,2013-02-01,College Sophomore,negative,Housing and Room Quality Issues,13.6,"if you're willing to pay more, freshmans can get great, very modern dorms",4224,Housing Quality Inconsistencies,2013,aesthetics,-1,,,,
80688,11,George Washington University,2013-07-01,College Sophomore,neutral,Guests' Financial Concerns and Inappropriate Behavior Observations,7.5,not all students are well off,4081,Guests' Financial Concerns,2013,"self-worth, pride & self-awareness",0,,,,
80689,11,George Washington University,2012-11-01,College Junior,neutral,Guests' Financial Concerns and Inappropriate Behavior Observations,7.5,i am a low income student,4298,Guests' Financial Concerns,2012,"self-worth, pride & self-awareness",0,,,,
80687,11,George Washington University,2011-09-01,College Sophomore,neutral,Guests' Financial Concerns and Inappropriate Behavior Observations,7.5,there are a lot of girls,4635,Inappropriate Guest Behavior Noted,2011,"self-worth, pride & self-awareness",0,,,,
80690,11,George Washington University,2023-05-01,Other,positive,"Campus Resources, Amenities, and Modernized Facilities",13.4,technology and buildings were all very modernized,2605,Modernized and Renovated Facilities,2023,aesthetics,1,,,,
80691,11,George Washington University,2013-11-01,College Freshman,positive,"Campus Resources, Amenities, and Modernized Facilities",13.4,"everything is new, state-of-the-art, and in working condition",3964,Modernized and Renovated Facilities,2013,aesthetics,1,,,,
80701,11,George Washington University,2023-08-01,Freshman,positive,"Cultural Diversity, Art, and Historical Proximity",13.4,rich history,2576,Historical and Cultural Proximity,2023,aesthetics,1,,,,
80702,11,George Washington University,2019-04-01,Alum,positive,"Cultural Diversity, Art, and Historical Proximity",13.4,gave access to so much history,2826,Historical and Cultural Proximity,2019,aesthetics,1,,,,
80703,11,George Washington University,2019-11-01,Freshman,positive,"Cultural Diversity, Art, and Historical Proximity",13.4,"with its location, and special area in politics",2797,Historical and Cultural Proximity,2019,aesthetics,1,,,,
80704,11,George Washington University,2016-03-01,Recent Alumnus,positive,"Cultural Diversity, Art, and Historical Proximity",13.4,comes with being located so close to the white house and monuments,3114,Historical and Cultural Proximity,2016,aesthetics,1,,,,
80705,11,George Washington University,2013-12-01,College Junior,positive,"Cultural Diversity, Art, and Historical Proximity",13.4,can see the lincoln memorial and the washington monument,3798,Historical and Cultural Proximity,2013,aesthetics,1,,,,
80706,11,George Washington University,2011-09-01,College Junior,positive,"Convenient Location, Transport, and Unique Features",13.4,arts building is very close to the metro,4630,Convenient Location and Transport,2011,aesthetics,1,,,,
80707,11,George Washington University,2011-09-01,College Junior,positive,"Convenient Location, Transport, and Unique Features",13.4,along with the library and main center for student needs,4630,Convenient Location and Transport,2011,aesthetics,1,,,,
80709,11,George Washington University,2019-08-01,Junior,positive,Housing and Community Life,13.4,almost all include private bathrooms,2804,Diverse and Comfortable Housing Options,2019,aesthetics,1,,,,
80710,11,George Washington University,2014-06-01,College Sophomore,positive,Housing and Community Life,13.4,layout is 4 singles adjoined to a common room in an apartment style,3505,Diverse and Comfortable Housing Options,2014,aesthetics,1,,,,
80711,11,George Washington University,2016-08-01,College Sophomore,positive,Housing and Community Life,13.4,"i was lucky my freshman year to live in the newest freshmen residence hall on the foggy bottom campus, potomac house",2981,Diverse and Comfortable Housing Options,2016,aesthetics,1,,,,
80712,11,George Washington University,2014-02-01,College Freshman,positive,Housing and Community Life,13.4,"even with having older dorms, they aren't that bad",3659,Diverse and Comfortable Housing Options,2014,aesthetics,1,,,,
80713,11,George Washington University,2014-02-01,College Freshman,positive,Housing and Community Life,13.4,it is also really nice to have private bathrooms,3659,Diverse and Comfortable Housing Options,2014,aesthetics,1,,,,
80714,11,George Washington University,2014-01-01,College Sophomore,positive,Housing and Community Life,13.4,"i currently have a microwave, oven, dishwasher, and dining room",3721,Diverse and Comfortable Housing Options,2014,aesthetics,1,,,,
80715,11,George Washington University,2012-09-01,College Senior,positive,Housing and Community Life,13.4,"each apartment has 2 bedrooms, 2 bathrooms, a full kitchen",4349,Diverse and Comfortable Housing Options,2012,aesthetics,1,,,,
80716,11,George Washington University,2012-07-01,College Sophomore,positive,Housing and Community Life,13.4,after that you most likely get your own kitchen,4432,Diverse and Comfortable Housing Options,2012,aesthetics,1,,,,
80721,11,George Washington University,2014-05-01,College Freshman,positive,Housing and Community Life,13.4,few of the fraternities and sororities have townhouses on 23rd street,3556,Greek Life and Community,2014,aesthetics,1,,,,
80722,11,George Washington University,2013-12-01,College Freshman,positive,Housing and Community Life,13.4,most greek chapters have houses on townhouse row,3825,Greek Life and Community,2013,aesthetics,1,,,,
80723,11,George Washington University,2013-12-01,College Freshman,positive,Housing and Community Life,13.4,there are also greek dolls and 'off-campus' greek housing,3825,Greek Life and Community,2013,aesthetics,1,,,,
80708,11,George Washington University,2016-08-01,College Freshman,positive,"Convenient Location, Transport, and Unique Features",13.4,location is just the tip of the iceberg,2991,Convenient Location and Transport,2016,aesthetics,1,,,,
80724,11,George Washington University,2017-10-01,Freshman,positive,"Campus Resources, Amenities, and Modernized Facilities",13.4,school has an abundance of resources,2923,Campus Resources and Amenities,2017,aesthetics,1,,,,
80725,11,George Washington University,2016-01-01,College Freshman,positive,"Campus Resources, Amenities, and Modernized Facilities",13.4,"my building, mitchell hall, is okay because it was recently renovated",3187,Campus Resources and Amenities,2016,aesthetics,1,,,,
80726,11,George Washington University,2014-01-01,College Sophomore,positive,"Campus Resources, Amenities, and Modernized Facilities",13.4,athletic center new,3715,Campus Resources and Amenities,2014,aesthetics,1,,,,
80727,11,George Washington University,2013-07-01,College Sophomore,positive,"Campus Resources, Amenities, and Modernized Facilities",13.4,wi-fi speeds are pretty good,4077,Campus Resources and Amenities,2013,aesthetics,1,,,,
80728,11,George Washington University,2013-06-01,College Junior,positive,"Campus Resources, Amenities, and Modernized Facilities",13.4,has a greener suburban campus for those who don't like the city life as much,4083,Campus Resources and Amenities,2013,aesthetics,1,,,,
80729,11,George Washington University,2013-02-01,College Freshman,positive,"Campus Resources, Amenities, and Modernized Facilities",13.4,thurston is the typical freshmen experience,4222,Campus Resources and Amenities,2013,aesthetics,1,,,,
80730,11,George Washington University,2013-01-01,College Junior,positive,"Campus Resources, Amenities, and Modernized Facilities",13.4,at least enough to provide a computer lab,4240,Campus Resources and Amenities,2013,aesthetics,1,,,,
80731,11,George Washington University,2013-01-01,College Junior,positive,"Campus Resources, Amenities, and Modernized Facilities",13.4,"students will see, though, that there are computers in nearly every building",4240,Campus Resources and Amenities,2013,aesthetics,1,,,,
80732,11,George Washington University,2012-05-01,College Freshman,positive,"Campus Resources, Amenities, and Modernized Facilities",13.4,equipped with lots of technology,4467,Campus Resources and Amenities,2012,aesthetics,1,,,,
80733,11,George Washington University,2011-10-01,College Sophomore,positive,"Campus Resources, Amenities, and Modernized Facilities",13.4,facilities here are pretty good,4619,Campus Resources and Amenities,2011,aesthetics,1,,,,
80692,11,George Washington University,2012-12-01,College Junior,positive,"Campus Resources, Amenities, and Modernized Facilities",13.4,most buildings are new or in good conditions,4270,Modernized and Renovated Facilities,2012,aesthetics,1,,,,
80693,11,George Washington University,2013-07-01,College Sophomore,positive,"Campus Resources, Amenities, and Modernized Facilities",13.4,gelman is just being renovated so there is lots of more space for students,4076,Modernized and Renovated Facilities,2013,aesthetics,1,,,,
80694,11,George Washington University,2013-07-01,College Sophomore,positive,"Campus Resources, Amenities, and Modernized Facilities",13.4,lots of more space for students,4076,Modernized and Renovated Facilities,2013,aesthetics,1,,,,
80743,11,George Washington University,2014-10-01,College Sophomore,positive,"Cultural Diversity, Art, and Historical Proximity",13.4,lots of dignity of kinds of dolls,3424,Cultural Diversity and Art,2014,aesthetics,1,,,,
80737,11,George Washington University,2019-11-01,Freshman,positive,"Convenient Location, Transport, and Unique Features",13.4,so many opportunities,2797,Unique Features and Views,2019,aesthetics,1,,,,
80739,11,George Washington University,2013-12-01,College Junior,positive,"Convenient Location, Transport, and Unique Features",13.4,e street has an open rooftop,3798,Unique Features and Views,2013,aesthetics,1,,,,
80734,11,George Washington University,2011-07-01,College Sophomore,positive,Seasonal Climate Appreciation,13.4,fall isn't too bad,4651,Seasonal Climate Appreciation,2011,aesthetics,1,,,,
80735,11,George Washington University,2011-01-01,College Freshman,positive,Seasonal Climate Appreciation,13.4,"i like having a distinct fall, winter, spring, and summer",4686,Seasonal Climate Appreciation,2011,aesthetics,1,,,,
80736,11,George Washington University,2012-08-01,College Junior,positive,Seasonal Climate Appreciation,13.4,"snow - when it covers the national mall, for instance - is majestic",4382,Seasonal Climate Appreciation,2012,aesthetics,1,,,,
80695,11,George Washington University,2013-06-01,College Sophomore,positive,"Campus Resources, Amenities, and Modernized Facilities",13.4,library is being renovated,4094,Modernized and Renovated Facilities,2013,aesthetics,1,,,,
80696,11,George Washington University,2013-06-01,College Sophomore,positive,"Campus Resources, Amenities, and Modernized Facilities",13.4,school is in the process of building an updated and modern science & engineering school,4094,Modernized and Renovated Facilities,2013,aesthetics,1,,,,
80697,11,George Washington University,2009-11-01,College Junior,positive,"Campus Resources, Amenities, and Modernized Facilities",13.4,university has undergone a lot of renovations and new construction over the past few years,4775,Modernized and Renovated Facilities,2009,aesthetics,1,,,,
80698,11,George Washington University,2012-07-01,College Sophomore,positive,"Campus Resources, Amenities, and Modernized Facilities",13.4,anything that's not great is being renovated now anyways,4408,Modernized and Renovated Facilities,2012,aesthetics,1,,,,
80699,11,George Washington University,2011-12-01,College Senior,positive,"Campus Resources, Amenities, and Modernized Facilities",13.4,they are renovating the first floor to make it better,4550,Modernized and Renovated Facilities,2011,aesthetics,1,,,,
80700,11,George Washington University,2013-12-01,College Freshman,positive,"Campus Resources, Amenities, and Modernized Facilities",13.4,gw is in the process of rebuilding a lot of dorms,3832,Modernized and Renovated Facilities,2013,aesthetics,1,,,,
80717,11,George Washington University,2012-05-01,College Freshman,positive,Housing and Community Life,13.4,"i'm talking full kitchen, private bathroom",4444,Diverse and Comfortable Housing Options,2012,aesthetics,1,,,,
80718,11,George Washington University,2012-05-01,College Freshman,positive,Housing and Community Life,13.4,actually all gw dolls except one has its own bathrooms per room,4444,Diverse and Comfortable Housing Options,2012,aesthetics,1,,,,
80719,11,George Washington University,2011-01-01,College Junior,positive,Housing and Community Life,13.4,diverse housing options,4697,Diverse and Comfortable Housing Options,2011,aesthetics,1,,,,
80720,11,George Washington University,2011-01-01,College Junior,positive,Housing and Community Life,13.4,housing options at gw are diverse,4697,Diverse and Comfortable Housing Options,2011,aesthetics,1,,,,
80738,11,George Washington University,2014-02-01,College Freshman,positive,"Convenient Location, Transport, and Unique Features",13.4,"if anything breaks down, you call fix-it to come and well 'fix' whatever isn't working",3661,Unique Features and Views,2014,aesthetics,1,,,,
80740,11,George Washington University,2013-12-01,College Sophomore,positive,"Convenient Location, Transport, and Unique Features",13.4,most of the buildings within that area belong to gw,3846,Unique Features and Views,2013,aesthetics,1,,,,
80741,11,George Washington University,2012-09-01,College Freshman,positive,"Convenient Location, Transport, and Unique Features",13.4,nice variety from which to choose,4342,Unique Features and Views,2012,aesthetics,1,,,,
