id,object_id,object_name,travel_date,trip_type,polarity,Headline,raw_title,label,Snippet from review,review_id,label and value,Category,value,label_with_polarity,,0.1,impression 1
765,6,Avani+ Palm View Dubai Hotel & Suites,2023-01,FRIENDS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Highly Satisfied and Eager to Return,0.2,we will love to come back again,4604,impression 2 ,impression ,0,V POS,,0.7,
766,6,Avani+ Palm View Dubai Hotel & Suites,2023-01,FRIENDS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Highly Satisfied and Eager to Return,0.2,we will recommend my friends and family to choose this hotel,4604,impression 2 ,impression ,0,V POS,,0.7,
767,6,Avani+ Palm View Dubai Hotel & Suites,2023-03,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Highly Satisfied and Eager to Return,0.2,we will definitely be back on our next vacation,4525,impression 2 ,impression ,0,V POS,,0.7,
768,6,Avani+ Palm View Dubai Hotel & Suites,2023-03,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Highly Satisfied and Eager to Return,0.2,avani palm view is our home for now in dubai,4528,impression 2 ,impression ,0,V POS,,0.7,
769,6,Avani+ Palm View Dubai Hotel & Suites,2023-03,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Highly Satisfied and Eager to Return,0.2,i would certainly stay here again,4529,impression 2 ,impression ,0,V POS,,0.7,
770,6,Avani+ Palm View Dubai Hotel & Suites,2023-03,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Highly Satisfied and Eager to Return,0.2,recommend to our family and friends,4529,impression 2 ,impression ,0,V POS,,0.7,
771,6,Avani+ Palm View Dubai Hotel & Suites,2023-01,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Highly Satisfied and Eager to Return,0.2,"i am sure if i want to visit again, i will never choose another place",4588,impression 2 ,impression ,0,V POS,,0.7,
772,6,Avani+ Palm View Dubai Hotel & Suites,2023-03,COUPLES,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Highly Satisfied and Eager to Return,0.2,during our stay at avani palm view hotel and resort,4531,impression 2 ,impression ,0,V POS,,0.7,
773,6,Avani+ Palm View Dubai Hotel & Suites,2023-03,COUPLES,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Highly Satisfied and Eager to Return,0.2,when we return to dubai in future,4531,impression 2 ,impression ,0,V POS,,0.7,
774,6,Avani+ Palm View Dubai Hotel & Suites,2023-03,FRIENDS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Highly Satisfied and Eager to Return,0.2,would choose the hotel again,4541,impression 2 ,impression ,0,V POS,,0.7,
775,6,Avani+ Palm View Dubai Hotel & Suites,2023-03,FRIENDS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Highly Satisfied and Eager to Return,0.2,choose the avani palm view,4541,impression 2 ,impression ,0,V POS,,0.7,
776,6,Avani+ Palm View Dubai Hotel & Suites,2023-03,FRIENDS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Highly Satisfied and Eager to Return,0.2,we will come back again,4542,impression 2 ,impression ,0,V POS,,0.7,
777,6,Avani+ Palm View Dubai Hotel & Suites,2023-02,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Highly Satisfied and Eager to Return,0.2,see you soon at avani palm view,4584,impression 2 ,impression ,0,V POS,,0.7,
778,6,Avani+ Palm View Dubai Hotel & Suites,2023-03,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Highly Satisfied and Eager to Return,0.2,one we will be jappy to repeat,4504,impression 2 ,impression ,0,V POS,,0.7,
1161,6,Avani+ Palm View Dubai Hotel & Suites,2022-02,FRIENDS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",General Satisfaction and Recommendations,0.2,i would definitely recommend staying here,4926,impression 2 ,impression ,0,V POS,,0.7,
1162,6,Avani+ Palm View Dubai Hotel & Suites,2022-02,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",General Satisfaction and Recommendations,0.2,all in all i am very satisfied with the hotel,4929,impression 2 ,impression ,0,V POS,,0.7,
1163,6,Avani+ Palm View Dubai Hotel & Suites,2022-02,SOLO,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",General Satisfaction and Recommendations,0.2,i will definitely recommend the hotel to my friends and family,4931,impression 2 ,impression ,0,V POS,,0.7,
1164,6,Avani+ Palm View Dubai Hotel & Suites,2022-01,FRIENDS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",General Satisfaction and Recommendations,0.2,highly recommend,4941,impression 2 ,impression ,0,V POS,,0.7,
1165,6,Avani+ Palm View Dubai Hotel & Suites,2021-12,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",General Satisfaction and Recommendations,0.2,definitely deserves a thumbs up,4948,impression 2 ,impression ,0,V POS,,0.7,
1166,6,Avani+ Palm View Dubai Hotel & Suites,2021-12,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",General Satisfaction and Recommendations,0.2,for sure will recommend this hotel,4949,impression 2 ,impression ,0,V POS,,0.7,
1167,6,Avani+ Palm View Dubai Hotel & Suites,2022-01,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",General Satisfaction and Recommendations,0.2,definitely recommended,4951,impression 2 ,impression ,0,V POS,,0.7,
1168,6,Avani+ Palm View Dubai Hotel & Suites,2022-01,COUPLES,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",General Satisfaction and Recommendations,0.2,very pleasant journey,4953,impression 2 ,impression ,0,V POS,,0.7,
1169,6,Avani+ Palm View Dubai Hotel & Suites,2021-12,COUPLES,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",General Satisfaction and Recommendations,0.2,i recommend this place,4961,impression 2 ,impression ,0,V POS,,0.7,
1170,6,Avani+ Palm View Dubai Hotel & Suites,2021-12,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",General Satisfaction and Recommendations,0.2,would definitely recommend and come again,4966,impression 2 ,impression ,0,V POS,,0.7,
1171,6,Avani+ Palm View Dubai Hotel & Suites,2021-12,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",General Satisfaction and Recommendations,0.2,would definitely recommend and come again,4967,impression 2 ,impression ,0,V POS,,0.7,
1172,6,Avani+ Palm View Dubai Hotel & Suites,2021-11,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",General Satisfaction and Recommendations,0.2,i recommend this hotel for family’s,4970,impression 2 ,impression ,0,V POS,,0.2,
1173,6,Avani+ Palm View Dubai Hotel & Suites,2021-11,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",General Satisfaction and Recommendations,0.2,definitely could recommend it,4975,impression 2 ,impression ,0,V POS,,0.2,
1174,6,Avani+ Palm View Dubai Hotel & Suites,2021-10,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",General Satisfaction and Recommendations,0.2,top recommend for anyone looking for a high quality but low key dubai experience,4978,impression 2 ,impression ,0,V POS,,0.2,
1175,6,Avani+ Palm View Dubai Hotel & Suites,2021-10,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",General Satisfaction and Recommendations,0.2,"thank you, see you soon",4985,impression 2 ,impression ,0,V POS,,0.2,
1176,6,Avani+ Palm View Dubai Hotel & Suites,2021-10,FRIENDS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",General Satisfaction and Recommendations,0.2,fully recommend a stay here,4986,impression 2 ,impression ,0,V POS,,0.2,
1177,6,Avani+ Palm View Dubai Hotel & Suites,2021-10,FRIENDS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",General Satisfaction and Recommendations,0.2,recommended it,4989,impression 2 ,impression ,0,V POS,,0.2,
1178,6,Avani+ Palm View Dubai Hotel & Suites,2021-09,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",General Satisfaction and Recommendations,0.2,one of the best options for your stay in dubai,4990,impression 2 ,impression ,0,V POS,,0.2,
1179,6,Avani+ Palm View Dubai Hotel & Suites,2021-10,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",General Satisfaction and Recommendations,0.2,great hotel for families,4992,impression 2 ,impression ,0,V POS,,0.2,
1180,6,Avani+ Palm View Dubai Hotel & Suites,2021-09,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",General Satisfaction and Recommendations,0.2,"short stay, solo, family or staycation we all can only recommend",5002,impression 2 ,impression ,0,V POS,,0.2,
1085,6,Avani+ Palm View Dubai Hotel & Suites,2022-06,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,we'll be back soon,4812,impression 2 ,impression ,0,V POS,,0.2,
1086,6,Avani+ Palm View Dubai Hotel & Suites,2022-05,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,we will come again,4820,impression 2 ,impression ,0,V POS,,0.2,
1087,6,Avani+ Palm View Dubai Hotel & Suites,2022-05,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,hope to come back,4822,impression 2 ,impression ,0,V POS,,0.2,
1088,6,Avani+ Palm View Dubai Hotel & Suites,2022-05,FRIENDS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,we are looking forward to come back,4824,impression 2 ,impression ,0,V POS,,0.2,
1089,6,Avani+ Palm View Dubai Hotel & Suites,2022-04,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,we will be back soon,4825,impression 2 ,impression ,0,V POS,,0.2,
1090,6,Avani+ Palm View Dubai Hotel & Suites,2022-05,SOLO,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,would be back anytime,4830,impression 2 ,impression ,0,V POS,,0.2,
1091,6,Avani+ Palm View Dubai Hotel & Suites,2022-05,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,looking forward to come back again,4842,impression 2 ,impression ,0,V POS,,0.2,
1092,6,Avani+ Palm View Dubai Hotel & Suites,2022-04,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,would 100 percent stay here again,4844,impression 2 ,impression ,0,V POS,,0.2,
1093,6,Avani+ Palm View Dubai Hotel & Suites,2022-04,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,we will definitely visit again,4847,impression 2 ,impression ,0,V POS,,0.2,
1094,6,Avani+ Palm View Dubai Hotel & Suites,2022-04,FRIENDS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,we will definitely be back,4851,impression 2 ,impression ,0,V POS,,0.2,
1095,6,Avani+ Palm View Dubai Hotel & Suites,2022-04,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,would come back for sure,4853,impression 2 ,impression ,0,V POS,,0.2,
1096,6,Avani+ Palm View Dubai Hotel & Suites,2022-04,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,we'll definitely be coming back,4855,impression 2 ,impression ,0,V POS,,0.2,
1097,6,Avani+ Palm View Dubai Hotel & Suites,2022-04,COUPLES,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,would definitely stay here again,4877,impression 2 ,impression ,0,V POS,,0.2,
1098,6,Avani+ Palm View Dubai Hotel & Suites,2022-03,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,i would definitely stay here again,4879,impression 2 ,impression ,0,V POS,,0.2,
1099,6,Avani+ Palm View Dubai Hotel & Suites,2022-03,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,really recommend this place for a wonderful experience,4888,impression 2 ,impression ,0,V POS,,0.2,
1100,6,Avani+ Palm View Dubai Hotel & Suites,2022-03,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,we would definitely come again,4897,impression 2 ,impression ,0,V POS,,0.2,
1101,6,Avani+ Palm View Dubai Hotel & Suites,2022-03,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,looking forward to coming back in december,4899,impression 2 ,impression ,0,V POS,,0.2,
1102,6,Avani+ Palm View Dubai Hotel & Suites,2022-02,COUPLES,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,will do it again for sure,4911,impression 2 ,impression ,0,V POS,,0.2,
1103,6,Avani+ Palm View Dubai Hotel & Suites,2022-02,COUPLES,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,thank you and we will surely be back again,4916,impression 2 ,impression ,0,V POS,,0.2,
1104,6,Avani+ Palm View Dubai Hotel & Suites,2022-02,COUPLES,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,would definitely stay at avani again in the future,4920,impression 2 ,impression ,0,V POS,,0.2,
1105,6,Avani+ Palm View Dubai Hotel & Suites,2022-02,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,will certainly enjoy coming back again in the near future,4921,impression 2 ,impression ,0,V POS,,0.2,
1106,6,Avani+ Palm View Dubai Hotel & Suites,2022-02,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return Positive Feedback,0.2,we will certainly come back,4922,impression 2 ,impression ,0,V POS,,0.2,
792,6,Avani+ Palm View Dubai Hotel & Suites,2024-01,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,also will be come again in dubai then,4150,impression 2 ,impression ,0,V POS,,0.2,
793,6,Avani+ Palm View Dubai Hotel & Suites,2024-02,COUPLES,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,can’t wait to come back again soon,4153,impression 2 ,impression ,0,V POS,,0.2,
794,6,Avani+ Palm View Dubai Hotel & Suites,2023-11,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,i would definitely come back here again,4156,impression 2 ,impression ,0,V POS,,0.2,
795,6,Avani+ Palm View Dubai Hotel & Suites,2024-01,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,pride returnee of the avani palm hotel,4162,impression 2 ,impression ,0,V POS,,0.2,
796,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,must stay when you come to dubai,4165,impression 2 ,impression ,0,V POS,,0.2,
797,6,Avani+ Palm View Dubai Hotel & Suites,2024-01,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,i would certainly stay again,4169,impression 2 ,impression ,0,V POS,,0.2,
798,6,Avani+ Palm View Dubai Hotel & Suites,2024-01,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,i can choose here for every trip in the future,4173,impression 2 ,impression ,0,V POS,,0.2,
799,6,Avani+ Palm View Dubai Hotel & Suites,2024-01,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,i recommend this place for everyone,4176,impression 2 ,impression ,0,V POS,,0.2,
800,6,Avani+ Palm View Dubai Hotel & Suites,2024-01,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,will come back for sure,4178,impression 2 ,impression ,0,V POS,,0.2,
801,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,go-to choice for a dubai staycation,4180,impression 2 ,impression ,0,V POS,,0.2,
802,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,we will come back to this hotel,4185,impression 2 ,impression ,0,V POS,,0.2,
803,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,reccomend my friends,4185,impression 2 ,impression ,0,V POS,,0.2,
804,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,we would love to stay again,4186,impression 2 ,impression ,0,V POS,,0.2,
805,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,FRIENDS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,i will surely visit the place again soon,4195,impression 2 ,impression ,0,V POS,,0.2,
806,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,COUPLES,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,i wish to meet ylu next time on february,4197,impression 2 ,impression ,0,V POS,,0.2,
807,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,COUPLES,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,"so, i suggest and recommend to continue making you job good and with the hight  passion",4197,impression 2 ,impression ,0,V POS,,0.2,
808,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,recommend staying at this hotel,4203,impression 2 ,impression ,0,V POS,,0.2,
809,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,i'll definitely book my stay in avani+,4204,impression 2 ,impression ,0,V POS,,0.2,
810,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,we will come back here again,4207,impression 2 ,impression ,0,V POS,,0.2,
811,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,FRIENDS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,always remembering this place as once in a lifetime experience,4208,impression 2 ,impression ,0,V POS,,0.2,
812,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,it’s a must try,4209,impression 2 ,impression ,0,V POS,,0.2,
813,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,FRIENDS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,"in the future, i would still choose avani the place to stay in dubai",4210,impression 2 ,impression ,0,V POS,,0.2,
814,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,i recommend it to everyone,4212,impression 2 ,impression ,0,V POS,,0.2,
815,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,SOLO,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,we will probably choose it again,4218,impression 2 ,impression ,0,V POS,,0.2,
816,6,Avani+ Palm View Dubai Hotel & Suites,2023-11,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,i would recommend the avani + palm hotel and suites,4219,impression 2 ,impression ,0,V POS,,0.2,
817,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,now i want to stay here more longer,4221,impression 2 ,impression ,0,V POS,,0.2,
818,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,chose avani + palm view dubai and you will not regret the best experience,4222,impression 2 ,impression ,0,V POS,,0.2,
819,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,we will be back on this hotel for sure,4222,impression 2 ,impression ,0,V POS,,0.2,
820,6,Avani+ Palm View Dubai Hotel & Suites,2023-11,FRIENDS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,will recommend to my friends,4224,impression 2 ,impression ,0,V POS,,0.2,
821,6,Avani+ Palm View Dubai Hotel & Suites,2023-11,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,we will definitely stay here again,4233,impression 2 ,impression ,0,V POS,,0.2,
822,6,Avani+ Palm View Dubai Hotel & Suites,2023-11,COUPLES,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,we will come back next year,4236,impression 2 ,impression ,0,V POS,,0.7,
823,6,Avani+ Palm View Dubai Hotel & Suites,2023-11,COUPLES,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,we are surely coming back very soon,4237,impression 2 ,impression ,0,V POS,,0.7,
824,6,Avani+ Palm View Dubai Hotel & Suites,2023-11,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,hope my next will be on vacation,4240,impression 2 ,impression ,0,V POS,,0.7,
825,6,Avani+ Palm View Dubai Hotel & Suites,2023-11,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,we can recommend this hotel,4243,impression 2 ,impression ,0,V POS,,0.7,
826,6,Avani+ Palm View Dubai Hotel & Suites,2023-11,COUPLES,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,will definitely be coming back again,4245,impression 2 ,impression ,0,V POS,,0.7,
827,6,Avani+ Palm View Dubai Hotel & Suites,2023-11,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,we will definitely come back,4250,impression 2 ,impression ,0,V POS,,0.7,
828,6,Avani+ Palm View Dubai Hotel & Suites,2023-11,FRIENDS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,recommend hotel,4253,impression 2 ,impression ,0,V POS,,0.7,
829,6,Avani+ Palm View Dubai Hotel & Suites,2023-10,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,we are surely coming back on our next holiday to avani+ palm view hotel,4254,impression 2 ,impression ,0,V POS,,0.7,
830,6,Avani+ Palm View Dubai Hotel & Suites,2023-10,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,will definitely be back,4255,impression 2 ,impression ,0,V POS,,0.7,
831,6,Avani+ Palm View Dubai Hotel & Suites,2023-02,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,i would recommend this hotel anytime,4553,impression 2 ,impression ,0,V POS,,0.7,
832,6,Avani+ Palm View Dubai Hotel & Suites,2023-03,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,for family this is very reccomended,4511,impression 2 ,impression ,0,V POS,,0.7,
833,6,Avani+ Palm View Dubai Hotel & Suites,2023-02,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,it will be my choice for return,4585,impression 2 ,impression ,0,V POS,,0.7,
834,6,Avani+ Palm View Dubai Hotel & Suites,2023-03,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,definitely recommended,4513,impression 2 ,impression ,0,V POS,,0.7,
938,6,Avani+ Palm View Dubai Hotel & Suites,2023-05,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,this was the time i have come for business but will definitely try to come with family also in future to stay with avani,4445,impression 2 ,impression ,0,V POS,,0.7,
939,6,Avani+ Palm View Dubai Hotel & Suites,2023-05,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,will definitely come back,4446,impression 2 ,impression ,0,V POS,,0.7,
940,6,Avani+ Palm View Dubai Hotel & Suites,2023-05,COUPLES,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,we come back every time,4452,impression 2 ,impression ,0,V POS,,0.7,
941,6,Avani+ Palm View Dubai Hotel & Suites,2023-05,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,sure i will repeat it,4453,impression 2 ,impression ,0,V POS,,0.7,
942,6,Avani+ Palm View Dubai Hotel & Suites,2023-05,FAMILY,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,do not think before booking this hotel just go for it,4455,impression 2 ,impression ,0,V POS,,0.7,
943,6,Avani+ Palm View Dubai Hotel & Suites,2023-05,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,we cant wait to visit again,4458,impression 2 ,impression ,0,V POS,,0.7,
944,6,Avani+ Palm View Dubai Hotel & Suites,2023-05,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,we recommended this hotel,4459,impression 2 ,impression ,0,V POS,,0.7,
945,6,Avani+ Palm View Dubai Hotel & Suites,2023-05,SOLO,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,i will comback for sure,4461,impression 2 ,impression ,0,V POS,,0.7,
946,6,Avani+ Palm View Dubai Hotel & Suites,2023-04,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,we will come again,4465,impression 2 ,impression ,0,V POS,,0.7,
947,6,Avani+ Palm View Dubai Hotel & Suites,2023-04,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,if i would return in that area i would stay at avani again,4467,impression 2 ,impression ,0,V POS,,0.7,
948,6,Avani+ Palm View Dubai Hotel & Suites,2023-04,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,will definitely return,4470,impression 2 ,impression ,0,V POS,,0.7,
949,6,Avani+ Palm View Dubai Hotel & Suites,2023-04,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,i really recommend it to everyone,4471,impression 2 ,impression ,0,V POS,,0.7,
950,6,Avani+ Palm View Dubai Hotel & Suites,2023-04,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,every trip to dubai will be associated with a stay at this hotel,4471,impression 2 ,impression ,0,V POS,,0.7,
951,6,Avani+ Palm View Dubai Hotel & Suites,2023-04,NONE,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,we will be back for sure,4479,impression 2 ,impression ,0,V POS,,0.7,
952,6,Avani+ Palm View Dubai Hotel & Suites,2023-04,BUSINESS,very positive,"Comprehensive Recommendations, Intentions, and Satisfaction",Intent to Return and Recommend,0.2,thank you for everything,4482,impression 2 ,impression ,0,V POS,,0.7,
